sample_name	sample_name_noQiitaPrepID	sample_name_noQiitaIDs	alpha_16S_rar5k_richness	alpha_16S_rar5k_shannon	alpha_16S_rar5k_faithspd	sample_name_shotgun	alpha_shotgun_rar35k_20k_richness	alpha_shotgun_rar35k_20k_shannon	alpha_shotgun_rar35k_20k_faithspd	bead_beating	biomass_plate	biomass_sample	biomass_sample_long	biomass_sample_3groups	collection_timestamp	description	dna_conc	dna_ng_ul	dna_extracted	shotgun_lib_ng_ul	rna_ng_ul	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	extraction_protocol	extraction_protocol_short	extraction_kit	extraction_kit_id	extraction_vendor	fresh_frozen	gdna_well_id	gdna_well_row	gdna_well_column	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_taxid	host_weight	host_weight_units	incubation	latitude	longitude	physical_specimen_location	physical_specimen_remaining	qc_16s_concentration	qc_230	qc_260	qc_260_230	qc_260_280	qc_280	qc_blank_230	qc_blank_260	qc_blank_280	qc_blank_320	qc_raw_230	qc_raw_260	qc_raw_280	qc_raw_320	qiita_study_id	round	sample_number	sample_technical_replicate	sample_type	sample_type_2	sample_type_3	host_subject_id	unique_sample_id	scientific_name	sex	storage_solution	swab_type	taxon_id	title	read_count_16s	read_count_shotgun
91743.12201.bacsu.d5.1.qiagen.L	12201.bacsu.d5.1.qiagen.L	bacsu.d5.1.qiagen.L	21	1.331066292	3.669475658	bacsu_d5_1_qiagen_L	NA	NA	NA	20 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	3.553	TRUE	21.81	0.245	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	PowerSoil	PS	PowerSoil	standard	Qiagen	fresh	A10	A	10	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d5	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	5791	4774
91743.12201.bacsu.d3.2.microbiome20.L	12201.bacsu.d3.2.microbiome20.L	bacsu.d3.2.microbiome20.L	NA	NA	NA	bacsu_d3_2_microbiome20_L	NA	NA	NA	20 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	0.042	TRUE	0.157	0.784	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	F9	F	9	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d3	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	2350	1858353
91743.12201.bacsu.d5.1.microbiome2.L	12201.bacsu.d5.1.microbiome2.L	bacsu.d5.1.microbiome2.L	NA	NA	NA	bacsu_d5_1_microbiome2_L	NA	NA	NA	2 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	1.193	TRUE	16.596	0.9122	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	A10	A	10	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d5	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	2980	25971
91743.12201.bacsu.d5.2.microbiome2.L	12201.bacsu.d5.2.microbiome2.L	bacsu.d5.2.microbiome2.L	NA	NA	NA	bacsu_d5_2_microbiome2_L	NA	NA	NA	2 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	1.122	TRUE	20.085	0.87	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	B10	B	10	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d5	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	4754	88838
91743.12201.bacsu.d6.1.microbiome2.L	12201.bacsu.d6.1.microbiome2.L	bacsu.d6.1.microbiome2.L	NA	NA	NA	bacsu_d6_1_microbiome2_L	NA	NA	NA	2 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	0.133	TRUE	6.17	0.2014	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	C10	C	10	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d6	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	800	3439
91743.12201.bacsu.d6.1.microbiome20.L	12201.bacsu.d6.1.microbiome20.L	bacsu.d6.1.microbiome20.L	NA	NA	NA	bacsu_d6_1_microbiome20_L	NA	NA	NA	20 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	0.357	TRUE	11.004	0.3392	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	C10	C	10	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d6	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	700	13510
91743.12201.bacsu.d6.1.qiagen.L	12201.bacsu.d6.1.qiagen.L	bacsu.d6.1.qiagen.L	NA	NA	NA	bacsu_d6_1_qiagen_L	NA	NA	NA	20 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	0.556	TRUE	6.43	0.1856	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	PowerSoil	PS	PowerSoil	standard	Qiagen	fresh	C10	C	10	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d6	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	2642	3873
91743.12201.bacsu.d6.2.microbiome2.L	12201.bacsu.d6.2.microbiome2.L	bacsu.d6.2.microbiome2.L	NA	NA	NA	bacsu_d6_2_microbiome2_L	NA	NA	NA	2 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	0.141	TRUE	8.986	0.156	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	D10	D	10	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d6	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	855	2410
91743.12201.bacsu.d6.2.microbiome20.L	12201.bacsu.d6.2.microbiome20.L	bacsu.d6.2.microbiome20.L	NA	NA	NA	bacsu_d6_2_microbiome20_L	NA	NA	NA	20 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	0.262	TRUE	8.342	0.2718	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	D10	D	10	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d6	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	1240	4937
91743.12201.bacsu.d6.2.qiagen.L	12201.bacsu.d6.2.qiagen.L	bacsu.d6.2.qiagen.L	NA	NA	NA	bacsu_d6_2_qiagen_L	NA	NA	NA	20 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	0.56	TRUE	8.302	0.146	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	PowerSoil	PS	PowerSoil	standard	Qiagen	fresh	D10	D	10	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d6	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	1837	3413
91743.12201.bacsu.d7.1.microbiome2.L	12201.bacsu.d7.1.microbiome2.L	bacsu.d7.1.microbiome2.L	NA	NA	NA	bacsu_d7_1_microbiome2_L	NA	NA	NA	2 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	0.03	TRUE	1.039	0.1312	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	E10	E	10	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d7	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	127	1316
91743.12201.bacsu.d7.1.microbiome20.L	12201.bacsu.d7.1.microbiome20.L	bacsu.d7.1.microbiome20.L	NA	NA	NA	bacsu_d7_1_microbiome20_L	NA	NA	NA	20 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	0.049	TRUE	1.265	0.1212	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	E10	E	10	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d7	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	690	2412
91743.12201.bacsu.d7.1.qiagen.L	12201.bacsu.d7.1.qiagen.L	bacsu.d7.1.qiagen.L	NA	NA	NA	bacsu_d7_1_qiagen_L	NA	NA	NA	20 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	0.085	TRUE	0.724	0.1264	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	PowerSoil	PS	PowerSoil	standard	Qiagen	fresh	E10	E	10	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d7	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	802	1357
91743.12201.bacsu.d7.2.microbiome2.L	12201.bacsu.d7.2.microbiome2.L	bacsu.d7.2.microbiome2.L	NA	NA	NA	bacsu_d7_2_microbiome2_L	NA	NA	NA	2 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	0.052	TRUE	0.575	0.126	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	F10	F	10	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d7	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	115	1911
91743.12201.bacsu.d7.2.microbiome20.L	12201.bacsu.d7.2.microbiome20.L	bacsu.d7.2.microbiome20.L	NA	NA	NA	bacsu_d7_2_microbiome20_L	NA	NA	NA	20 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	0.031	TRUE	1.414	0.1014	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	F10	F	10	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d7	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	434	3227
91743.12201.bacsu.d7.2.qiagen.L	12201.bacsu.d7.2.qiagen.L	bacsu.d7.2.qiagen.L	NA	NA	NA	bacsu_d7_2_qiagen_L	NA	NA	NA	20 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	0.081	TRUE	0.723	0.1564	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	PowerSoil	PS	PowerSoil	standard	Qiagen	fresh	F10	F	10	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d7	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	805	3001
91743.12201.bacsu.d8.1.microbiome2.L	12201.bacsu.d8.1.microbiome2.L	bacsu.d8.1.microbiome2.L	NA	NA	NA	bacsu_d8_1_microbiome2_L	NA	NA	NA	2 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	0.027	TRUE	0.168	0.1306	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	G10	G	10	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d8	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	66	1785
91743.12201.bacsu.d8.1.microbiome20.L	12201.bacsu.d8.1.microbiome20.L	bacsu.d8.1.microbiome20.L	NA	NA	NA	bacsu_d8_1_microbiome20_L	NA	NA	NA	20 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	0	TRUE	0.451	0.0916	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	G10	G	10	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d8	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	705	3331
91743.12201.bacsu.d8.1.qiagen.L	12201.bacsu.d8.1.qiagen.L	bacsu.d8.1.qiagen.L	NA	NA	NA	bacsu_d8_1_qiagen_L	NA	NA	NA	20 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	0.052	TRUE	0.102	0.102	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	PowerSoil	PS	PowerSoil	standard	Qiagen	fresh	G10	G	10	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d8	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	850	1715
91743.12201.bacsu.d8.2.microbiome2.L	12201.bacsu.d8.2.microbiome2.L	bacsu.d8.2.microbiome2.L	NA	NA	NA	bacsu_d8_2_microbiome2_L	NA	NA	NA	2 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	0.042	TRUE	0.117	0.1404	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	H10	H	10	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d8	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	263	1111
91743.12201.bacsu.d8.2.microbiome20.L	12201.bacsu.d8.2.microbiome20.L	bacsu.d8.2.microbiome20.L	NA	NA	NA	bacsu_d8_2_microbiome20_L	NA	NA	NA	20 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	0.027	TRUE	0.3	0.1012	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	H10	H	10	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d8	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	259	1088
91743.12201.bacsu.d8.2.qiagen.L	12201.bacsu.d8.2.qiagen.L	bacsu.d8.2.qiagen.L	NA	NA	NA	bacsu_d8_2_qiagen_L	NA	NA	NA	20 min. at 30 Hz	low	variable	Variable biomass	variable	2020	Bacillus subtilis cultured cells	not collected	0.032	TRUE	0.083	0.0924	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	PowerSoil	PS	PowerSoil	standard	Qiagen	fresh	H10	H	10	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	cultured cells	single strain	one Gram-positive strain	Bacillus subtilis	bacsu.d8	Bacillus subtilis	not applicable	culture media	not applicable	1423	Knight sample set for testing	1089	1716
91743.12201.bacsu.para.d3.microbiome2.H	12201.bacsu.para.d3.microbiome2.H	bacsu.para.d3.microbiome2.H	4	0.954144529	1.205330972	bacsu_para_d3_microbiome2_H	NA	NA	NA	2 min. at 30 Hz	high	variable	Variable biomass	variable	5/13/20	Bacillus subtilis and Paracoccus denitrificans cultured cells	not collected	0.018	TRUE	0.067	0.1464	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	C12	C	12	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	two strains	one Gram-positive strain and one Gram-negative strain	Bacillus subtilis and Paracoccus denitrificans	bacsu.para.d3	Bacillus subtilis and Paracoccus denitrificans	not applicable	culture media	not applicable	1423 and 266	Knight sample set for testing	5783	74850
91743.12201.bacsu.para.d2.microbiome2.H	12201.bacsu.para.d2.microbiome2.H	bacsu.para.d2.microbiome2.H	5	0.926987975	1.315303052	bacsu_para_d2_microbiome2_H	NA	NA	NA	2 min. at 30 Hz	high	variable	Variable biomass	variable	5/13/20	Bacillus subtilis and Paracoccus denitrificans cultured cells	not collected	0.005	TRUE	0.107	0.1416	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	B12	B	12	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	two strains	one Gram-positive strain and one Gram-negative strain	Bacillus subtilis and Paracoccus denitrificans	bacsu.para.d2	Bacillus subtilis and Paracoccus denitrificans	not applicable	culture media	not applicable	1423 and 266	Knight sample set for testing	16295	320338
91743.12201.bacsu.para.d1.microbiome2.H	12201.bacsu.para.d1.microbiome2.H	bacsu.para.d1.microbiome2.H	8	0.892258376	1.331334645	bacsu_para_d1_microbiome2_H	NA	NA	NA	2 min. at 30 Hz	high	variable	Variable biomass	variable	5/13/20	Bacillus subtilis and Paracoccus denitrificans cultured cells	not collected	0.012	TRUE	0.025	0.0972	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	A12	A	12	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	two strains	one Gram-positive strain and one Gram-negative strain	Bacillus subtilis and Paracoccus denitrificans	bacsu.para.d1	Bacillus subtilis and Paracoccus denitrificans	not applicable	culture media	not applicable	1423 and 266	Knight sample set for testing	23173	651457
